,county,RaceTotal,population_White,population_Black,population_Native,population_Asian,population_NativeHawaiian_PacificIslander,population_OtherRace,population_Multiracial,population_Multiracial_OtherRace,population_Multiracial_NoOtherRace,PovertyTotal,pop_w_income_below_poverty_level,EmploymentTotal,population_InLaborForce,population_InCivilianLaborForce,CivilianLaborForce_Employed,CivilianLaborForce_Unemployed,population_InArmedForces,population_NotInLaborForce,Estimate!!Per capita income in the past 12 months (in 2020 inflation-adjusted dollars),EducationTotal,population_NoSchooling,population_12thGrade_noDiploma,population_HighSchoolDiploma,population_GED,poplation_AssociatesDegree,population_BachelorsDegree,population_MastersDegree,population_ProfessionalDegree,population_DoctorateDegree,FoodStampDisabilityTotal,households_ReceivingFoodStamps,households_ReceivingFoodStamps_w_Disability,households_ReceivingFoodStamps_noDisability,households_noFoodStamps,households_noFoodStamps_w_Disability,households_noFoodStamps_noDisability,TotalHousingUnits,housesOccupied,housesVacant,TotalOccupiedHousingUnits,housesOwnerOccupied,housesRenterOccupied,TotalHousingUnits_YrBuilt,housesBuilt2014_later,housesBuilt_2010_2013,housesBuilt_2000_2009,housesBuilt_1990_1999,housesBuilt_1980_1989,housesBuilt_1970_1979,housesBuilt_1960_1969,housesBuilt_1950_1959,housesBuilt_1940_1949,housesBuilt_pre_1940,TotalOwnerOccupiedHousingUnits,homeValue_less10K,homeValue_10K-15K,homeValue_15K-20K,homeValue_20K-25K,homeValue_25K-30K,homeValue_30K-35K,homeValue_35K-40K,homeValue_40K-50K,homeValue_50K-60K,homeValue_60K-70K,homeValue_70K-80K,homeValue_80K-90K,homeValue_90K-100K,homeValue_100K-125K,homeValue_125K-150K,homeValue_150K-175K,homeValue_175K-200K,homeValue_200K-250K,homeValue_250K-300K,homevalue_300K-400K,homeValue_400K-500K,homeValue_500K-750K,homeValue_750K-1M,homeValue_1M-1.5M,homeValue_1.5M-2M,homeValue_more2M,AgeTotal,age_under5,age_5_9,age_10_14,age_15_17,age_18_19,age_20,age_21,age_22_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_61,age_62_64,age_65_66,age_67_69,age_70_74,age_75_79,age_80_84,age_85+,ADI_NATRANK_INT_count,ADI_NATRANK_INT_mean,ADI_NATRANK_INT_std,ADI_NATRANK_INT_min,ADI_NATRANK_INT_25%,ADI_NATRANK_INT_50%,ADI_NATRANK_INT_75%,ADI_NATRANK_INT_max,ADI_STATERNK_INT_count,ADI_STATERNK_INT_mean,ADI_STATERNK_INT_std,ADI_STATERNK_INT_min,ADI_STATERNK_INT_25%,ADI_STATERNK_INT_50%,ADI_STATERNK_INT_75%,ADI_STATERNK_INT_max,ADI_SUP_GQ,ADI_SUP_PH,ADI_SUP_PH-GQ
23,Elk County,30077,0.9723044186587758,0.006450111380789308,0.0008976959138211922,0.004687967549955115,0.0004987199521228846,0.0005984639425474616,0.01456262260198823,0.007813279249925193,0.006749343352063038,29667,2947,25022,0.6495483974102789,0.6495483974102789,0.6105027575733355,0.03904563983694349,0.0,0.350451602589721,30843.96153846154,22141,0.006277945892236123,0.012465561627749424,0.43466871415021907,0.05320446230974211,0.11729370850458426,0.12966893997561085,0.05058488776478027,0.005735964951899192,0.005781130030260603,1.0,1692.0,947.0,745.0,12523.0,3212.0,9311.0,17808,0.7982367475292004,0.20176325247079965,14215,0.7844530425606754,0.21554695743932464,17808,0.016846361185983826,0.009714734950584007,0.062163072776280325,0.09535040431266846,0.09748427672955975,0.11393755615453728,0.09894429469901168,0.1558288409703504,0.07777403414195867,0.27195642407906556,11151,0.011389113084028337,0.007443278629719307,0.011837503362927092,0.020984665052461663,0.017307864765491884,0.024661465339431442,0.01937046004842615,0.04385256927629809,0.046811945117029866,0.08905030938929244,0.06465787821720025,0.06797596628105103,0.06098107793023047,0.10860012554927809,0.05524168236032643,0.09532777329387498,0.055959106806564435,0.06358174154784324,0.06107075598601022,0.0325531342480495,0.018922069769527396,0.01712850865393238,0.000896780557797507,0.0021522733387140166,0.0,0.0022419513944937674,30077,0.04864181933038535,0.04471855570701865,0.06167503407919673,0.035841340559231306,0.019350334142367923,0.011071582937128038,0.0059846394254746155,0.03657279648901154,0.04820959537187884,0.04804335538783788,0.05831698640156931,0.04352162782192373,0.06762642550786314,0.0786315124513748,0.08966984739169465,0.030455165076304153,0.0479768593942215,0.026897629417827577,0.04541676363999069,0.050470459154835924,0.04671343551551019,0.028892509226319113,0.025301725571034345,25.0,77.56,10.69298835686264,56.0,71.0,77.0,86.0,96.0,25.0,7.76,1.451436070471816,5.0,7.0,8.0,9.0,10.0,0.0,0.0,0.0
24,Erie County,272046,0.8560831624063577,0.07148423428390786,0.0024591429390617764,0.01830572770781412,0.00023525433198797263,0.013291869757320452,0.03814060857355006,0.009821868360497856,0.028318740213052203,258836,40103,220561,0.6031347337017877,0.6020329976741128,0.5694479078350208,0.032585089839092134,0.0011017360276748835,0.3968652662982123,28539.878260869566,187398,0.011126052572599495,0.013084451274826839,0.32662568437229855,0.05097706485661533,0.09523580827970415,0.18393472715824075,0.0786294410826156,0.014044973799080034,0.01051238540432662,1.0,19334.0,9128.0,10206.0,91054.0,23941.0,67113.0,121613,0.9076990124411042,0.09230098755889585,110388,0.6698282422002392,0.3301717577997608,121613,0.012334207691611917,0.01564799815809165,0.0664978250680437,0.09611636913816779,0.09264634537426097,0.14478715268926842,0.09411000468699893,0.14426089316109297,0.07045299433448726,0.26314620969797636,73941,0.021584777051973873,0.009642823332116147,0.009588726146522227,0.007925237689509203,0.006640429531653616,0.00934528881134959,0.007519508797554807,0.023883907439715447,0.028847324217957562,0.03938275111237338,0.04883623429491081,0.054408244411084515,0.056923763541201766,0.11532167538983784,0.11112914350630908,0.11444259612393665,0.07800814162643188,0.091032039058168,0.07009642823332116,0.0579110371782908,0.015863999675416886,0.012198915351428842,0.005463815744985867,0.002610189204906615,0.00043277748475135583,0.0009602250442920707,272046,0.05583982120670769,0.060070723333553885,0.059302470905655665,0.03796784367349639,0.032365849893032796,0.014170397653338038,0.014056446336281364,0.03737970784352646,0.06767237893591525,0.06377230321342714,0.060493445961344774,0.05214559302470906,0.05977297956963161,0.06420237753909265,0.07095123618799762,0.029098020187762363,0.04146725186181749,0.025495688229196532,0.03464487623416628,0.043128735581482544,0.032101188769546325,0.018717422788793073,0.025183241069525006,207.0,70.96135265700484,19.865285477271048,19.0,55.5,74.0,87.0,100.0,207.0,6.888888888888889,2.438012524602501,1.0,5.0,7.0,9.0,10.0,3.0,2.0,0.0
25,Fayette County,130329,0.921084332727175,0.04068933238189505,0.00028389690705829095,0.00392851936253635,0.0009054009468345495,0.004619079406732193,0.028489438267768494,0.003997575366955935,0.02449186290081256,125575,20739,108421,0.5467944401914758,0.546490071111685,0.5065162652991579,0.039973805812527095,0.0003043690797908154,0.45320555980852417,28197.224489795917,95723,0.007636618158645258,0.015471725708554892,0.4235032332877156,0.05783354052839965,0.08701148104426314,0.11881157088682971,0.04542273016934279,0.006268086039927708,0.0062262987996615235,1.0,12300.0,6835.0,5465.0,43046.0,13100.0,29946.0,63820,0.8672203071137574,0.13277969288624256,55346,0.7343258772088317,0.2656741227911683,63820,0.012660607959887183,0.009229081792541524,0.052240676903791916,0.07876841115637731,0.08317141961767471,0.12839235349420244,0.0875744280789721,0.12254779066123472,0.09366969602005641,0.33174553431526166,40642,0.021184981054081984,0.011613601692830077,0.011859652576152749,0.014959893706018405,0.012720830667782098,0.02480192903892525,0.01865065695585847,0.04625756606466217,0.06914029821367058,0.05828945425914079,0.0586585305841248,0.07465183800009842,0.04670045765464298,0.12319767727966144,0.0674917572954087,0.09492643078588651,0.0513262142611092,0.07689090103833472,0.038703803946656165,0.04409231829142267,0.016928300772599773,0.010407952364548988,0.0032970818365237933,0.001525515476600561,0.0009842035332906845,0.0007381526499680134,130329,0.05120119083243177,0.053510730535797864,0.05301199272610087,0.034834917784990295,0.01800827137475159,0.008608981884308173,0.01146329673365099,0.03488862801064997,0.0627412164598823,0.05731648366825495,0.05387902922603565,0.059096594004404236,0.06633980157908063,0.06976191024254004,0.07907679794980396,0.027990700458071498,0.04737241903183482,0.03283229365682235,0.04036707102793699,0.047571914155713615,0.03525692670088775,0.023317910825679626,0.031550921130370065,93.0,77.31182795698925,15.463827704498888,26.0,70.0,80.0,89.0,100.0,93.0,7.752688172043011,1.88619650630629,2.0,7.0,8.0,9.0,10.0,3.0,0.0,0.0
26,Forest County,7190,0.7386648122392211,0.21627260083449235,0.0013908205841446453,0.0009735744089012518,0.0,0.017385257301808066,0.025312934631432544,0.007093184979137691,0.018219749652294854,3911,653,6957,0.2146039959752767,0.2146039959752767,0.20310478654592498,0.011499209429351733,0.0,0.7853960040247233,20062.6,6278,0.01879579483912074,0.0270786874800892,0.3786237655304237,0.16470213443771903,0.039343740044600194,0.06228098120420516,0.03122013380057343,0.0012742911755336094,0.0007964319847085059,1.0,354.0,211.0,143.0,1777.0,673.0,1104.0,8721,0.2443527118449719,0.7556472881550281,2131,0.8315344908493665,0.16846550915063352,8721,0.01238390092879257,0.011581240683407866,0.07269808508198601,0.09012727898176814,0.09425524595803234,0.2849443871115698,0.15055612888430225,0.12727898176814587,0.04380231624813668,0.1123724343538585,1772,0.008465011286681716,0.004514672686230248,0.006207674943566591,0.014672686230248307,0.007900677200902935,0.013544018058690745,0.04853273137697517,0.051354401805869074,0.0682844243792325,0.07054176072234764,0.08239277652370203,0.11681715575620767,0.040067720090293454,0.11794582392776523,0.05699774266365688,0.10948081264108352,0.023137697516930022,0.04966139954853273,0.051354401805869074,0.0208803611738149,0.01636568848758465,0.010158013544018058,0.0,0.009029345372460496,0.0,0.001693002257336343,7190,0.009457579972183588,0.005285118219749653,0.010848400556328233,0.026842837273991654,0.015438108484005564,0.009874826147426982,0.009596662030598052,0.03949930458970793,0.11418636995827539,0.10041724617524339,0.07579972183588317,0.06411682892906816,0.05285118219749652,0.06675938803894298,0.08762169680111266,0.033657858136300414,0.04478442280945758,0.0239221140472879,0.038108484005563284,0.07677329624478442,0.046175243393602225,0.020723226703755215,0.02726008344923505,2.0,82.5,4.949747468305833,79.0,80.75,82.5,84.25,86.0,2.0,8.5,0.7071067811865476,8.0,8.25,8.5,8.75,9.0,1.0,0.0,0.0
27,Franklin County,154954,0.9160008776798275,0.040766937284613496,0.0019747796120138878,0.007440917949843179,0.00013552409102056095,0.00968674574389819,0.023994217638783122,0.0043238638563702775,0.019670353782412844,152796,13653,124599,0.621473687589788,0.6207674218894212,0.5964413839597429,0.02432603792967841,0.0007062657003667766,0.37852631241021195,31545.88,108542,0.009120893294761475,0.012059847800851283,0.38632971568609387,0.04811040887398427,0.08474139042951116,0.13526561146837168,0.06316448932210574,0.01178345709494942,0.012096699894971532,1.0,6289.0,3720.0,2569.0,55328.0,15199.0,40129.0,65808,0.9363147337709701,0.06368526622902991,61617,0.7090251067075645,0.29097489329243553,65808,0.017019207391198637,0.02324945295404814,0.15525468028203257,0.1398158278628738,0.11390712375395089,0.13192924872355943,0.10073243374665694,0.09836190128859713,0.054051179187940675,0.16567894480914175,43688,0.01622871268998352,0.009041384361838491,0.01075810291155466,0.007896905328694378,0.0061344076176524445,0.0012818165171214063,0.002311847646951108,0.004234572422633217,0.005676616004394799,0.007851126167368614,0.0123832631386193,0.015610694012085698,0.01874656656290057,0.07169016663614723,0.11758377586522614,0.1399468961728621,0.11646218641274492,0.16313404138436183,0.1150659219923091,0.0869575169382897,0.031358725508148694,0.024400292986632485,0.007530672038088262,0.002861197582860282,0.0015107123237502289,0.0033418787767808093,154954,0.059391819507724875,0.0610890974095538,0.06308969113414303,0.03970210514088052,0.024833176297481833,0.009809362778631078,0.009577035765452973,0.032028860177859234,0.060766421002361994,0.05871419905262207,0.06039211637001949,0.057313783445409605,0.06384475392697188,0.06796210488273939,0.06609703524917072,0.028285813854434218,0.04238677284871639,0.02108367644591298,0.03222891955031816,0.05305445487047769,0.03522335660905817,0.024065206448365323,0.02906023723169457,61.0,57.08196721311475,12.198763710539433,36.0,47.0,56.0,67.0,92.0,61.0,5.180327868852459,1.6483142572672194,3.0,4.0,5.0,6.0,9.0,0.0,0.0,0.0
28,Fulton County,14492,0.9618410157328181,0.013593706872757383,0.001863096881037814,0.004416229643941485,0.0,0.006486337289539056,0.011799613579906155,0.0022081148219707425,0.009591498757935413,14418,1545,11935,0.605362379555928,0.605362379555928,0.5736070381231672,0.031755341432760785,0.0,0.3946376204440721,28774.81818181818,10555,0.007484604452865941,0.014211274277593557,0.4539081004263382,0.05210800568450971,0.09407863571766935,0.08924680246328755,0.04737091425864519,0.005116058739933681,0.007768829938417812,1.0,810.0,492.0,318.0,5230.0,1491.0,3739.0,7269,0.8309258494978676,0.16907415050213234,6040,0.7824503311258278,0.21754966887417218,7269,0.01458247351767781,0.014444903012794058,0.12628972348328518,0.13110469115421652,0.11624707662677122,0.1791167973586463,0.09533635988444078,0.07167423304443528,0.052827073875361126,0.19837666804237172,4726,0.028988573846804908,0.009310198899703767,0.005501481168006771,0.006771053745239103,0.0019043588658484976,0.008040626322471435,0.005924672027084215,0.018831993228946256,0.03427845958527296,0.02475666525603047,0.02687261955141769,0.028565382987727466,0.023275497249259414,0.09310198899703766,0.09966144731273804,0.1328819297503174,0.09225560727888278,0.09712230215827339,0.10960643250105798,0.07532797291578502,0.016504443504020312,0.03237410071942446,0.014176893779094372,0.009310198899703767,0.0019043588658484976,0.0027507405840033854,14492,0.04899254761247585,0.057134971018492964,0.05678995307756003,0.03595086944521115,0.01925200110405741,0.009936516698868341,0.013731714049130555,0.029878553684791608,0.05727297819486613,0.051959701904499035,0.04968258349434171,0.060171128898702735,0.06969362406845156,0.07493789677063208,0.07749102953353575,0.030292575213911124,0.043886282086668504,0.02566933480540988,0.039263041678167264,0.055133866961081975,0.04719845431962462,0.021460115926028152,0.024220259453491582,11.0,60.54545454545455,7.434563018276681,52.0,54.5,60.0,64.0,75.0,11.0,5.7272727272727275,1.1037127426019044,4.0,5.0,6.0,6.0,8.0,0.0,0.0,0.0
29,Greene County,36484,0.9329843218945291,0.032041442824251726,0.0,0.0029876110075649598,0.0001918649270913277,0.004193619120710449,0.027601140225852427,0.009099879399188686,0.018501260826663743,32919,4254,30291,0.485886897098148,0.48555676603611636,0.4616552771450266,0.023901488891089763,0.0003301310620316266,0.5141131029018521,29146.07894736842,26076,0.007669888019634913,0.023623255100475533,0.3715293756711152,0.0797668354042031,0.08877895382727412,0.11754103390090505,0.04820524620340543,0.0047936800122718205,0.006787850897376898,1.0,2652.0,1669.0,983.0,11851.0,3794.0,8057.0,16787,0.8639423363316853,0.13605766366831476,14503,0.7523960559884162,0.2476039440115838,16787,0.0196580687436707,0.024602370882230298,0.05772323822005123,0.09977959135044975,0.11782927265145648,0.1345684160362185,0.05593614106153571,0.09322690176922618,0.08286173824983618,0.31381426103532495,10912,0.03876466275659824,0.009072580645161291,0.03216642228739003,0.016037390029325513,0.01090542521994135,0.026118035190615837,0.019886363636363636,0.029050586510263928,0.029417155425219943,0.05846774193548387,0.047012463343108504,0.039864369501466275,0.038947947214076246,0.1158357771260997,0.056451612903225805,0.11052052785923754,0.05434384164222874,0.08339442815249266,0.07203079178885631,0.054802052785923754,0.020252932551319647,0.02245234604105572,0.007514662756598241,0.004582111436950147,0.00018328445747800586,0.0019244868035190616,36484,0.05199539524174981,0.05205021379234733,0.056600153491941675,0.0334667251397873,0.029026422541388007,0.016089244600372764,0.012526038811533823,0.03352154369038483,0.06438438767678982,0.05810766363337353,0.05873807696524504,0.0612323210174323,0.0661659905712093,0.0704692467931148,0.07600592040346453,0.02669663414099331,0.04253919526367723,0.024037934437013485,0.04311479004495121,0.048377370902313345,0.034754961078829076,0.017487117640609583,0.022612652121477908,27.0,69.74074074074075,12.494899244191892,49.0,60.5,69.0,76.0,97.0,27.0,6.7407407407407405,1.6074966824368826,4.0,6.0,7.0,8.0,10.0,2.0,0.0,0.0
30,Huntingdon County,45145,0.9127478126038321,0.05544357071657991,0.001506257614353749,0.006202237235574261,8.86033890796323e-05,0.005271901650238122,0.01873961679034223,0.0038320965776940967,0.014907520212648134,39604,4209,38023,0.5222628409120795,0.5213949451647687,0.49335928253951555,0.028035662625253137,0.0008678957473108381,0.47773715908792047,26919.815789473683,32730,0.009471432936144211,0.018270699663916895,0.41536816376413077,0.07482432019553927,0.08325695080965476,0.11927894897647419,0.04424075771463489,0.0035441490986862206,0.011151848457073022,1.0,2133.0,1128.0,1005.0,14646.0,4342.0,10304.0,22727,0.738284859418313,0.261715140581687,16779,0.7704273198641158,0.22957268013588414,22727,0.014432173186078232,0.024640295683548204,0.11189334272011264,0.11748140977691732,0.11145333744004927,0.14740176882122585,0.06608879306551678,0.0807409688916267,0.05759669116029392,0.26827121925463104,12927,0.010597973234315773,0.007271602073180165,0.004254660787499033,0.00634331244681674,0.009437611201361492,0.010907403109770248,0.005492380289316934,0.025837394600448673,0.028158118666357236,0.04038059874680901,0.0535313684536242,0.05368608339135143,0.048425775508625354,0.1251643846213352,0.09894020267656842,0.10536087259224879,0.07201980351202909,0.10636651968747582,0.07024058172816586,0.060880327995667984,0.01593563858590547,0.02088651659317707,0.008509321574998067,0.006188597509089503,0.0013150769706815192,0.003867873443180939,45145,0.04458965555432495,0.05032672499723114,0.052741167349651126,0.03311551666851257,0.029017609923579577,0.012736737180197143,0.015129028685347214,0.03734632849706501,0.06084837745043748,0.05697197917820357,0.058123823236238784,0.061601506257614354,0.06523424520987928,0.06837966552220623,0.07152508583453317,0.029416325174437923,0.043858677594417986,0.025628530291283643,0.036415992911728874,0.057636504596300805,0.03796655222062244,0.026270904862110974,0.025119060804075756,32.0,69.40625,16.253752668428653,43.0,55.0,70.5,83.25,94.0,32.0,6.6875,2.101266898955285,3.0,5.0,7.0,8.25,10.0,1.0,0.0,0.0
31,Indiana County,84463,0.940838000071037,0.022601612540402306,0.0006511727028402969,0.009282170891396232,0.00016575305163207558,0.004558208919882079,0.021903081822809988,0.005813196310810651,0.016089885511999337,78985,11993,71060,0.5553898114269631,0.5549817056009007,0.5149732620320856,0.04000844356881508,0.0004081058260624824,0.44461018857303686,27346.084507042255,55680,0.005226293103448276,0.00908764367816092,0.38232758620689655,0.03265086206896552,0.09234913793103448,0.14154094827586206,0.07920258620689655,0.01050646551724138,0.01875,1.0,4917.0,2853.0,2064.0,28938.0,7574.0,21364.0,38989,0.8683218343635384,0.13167816563646156,33855,0.700635061290799,0.299364938709201,38989,0.017133037523404036,0.016209700171843342,0.07184077560337532,0.10064377132011593,0.11482725897047885,0.17594706199184384,0.09110261868732207,0.10156710867167662,0.07386698812485573,0.23686167893508425,23720,0.03081787521079258,0.00830522765598651,0.00657672849915683,0.011340640809443508,0.009190556492411467,0.016947723440134906,0.008389544688026981,0.03275716694772344,0.0362141652613828,0.04700674536256324,0.05952782462057336,0.06209949409780776,0.05851602023608769,0.11652613827993255,0.08988195615514334,0.12706576728499158,0.06441821247892074,0.09047217537942664,0.05379426644182125,0.04312816188870152,0.014797639123102866,0.007967959527824621,0.0031618887015177066,0.000463743676222597,0.0003794266441821248,0.0002529510961214165,84463,0.04728697772989356,0.0464937309827972,0.053703988728792486,0.0324639191125108,0.05255555687105597,0.025668043995595705,0.02980003078270959,0.05280418644850408,0.05424860589844074,0.053692149225104485,0.04942992789742254,0.04960752045274262,0.05494713661603306,0.06142334513337201,0.07602145318068267,0.02385659993133088,0.04306027491327564,0.026496809253756082,0.03511596793862401,0.048245977528622,0.03035648745604584,0.02318174822111457,0.02953956170157347,63.0,72.95238095238095,12.30057508677695,34.0,67.0,74.0,83.0,91.0,63.0,7.158730158730159,1.6185053759001595,2.0,6.0,7.0,8.0,9.0,2.0,0.0,0.0
32,Jefferson County,43570,0.9753270599036034,0.00472802386963507,0.0005278861602019738,0.00259352765664448,0.0,0.002639430801009869,0.01418407160890521,0.001790222630250172,0.012393848978655038,42675,5935,35349,0.5818269257970522,0.5812611389289655,0.5549520495629297,0.026309089366035814,0.0005657868680867917,0.41817307420294775,27178.113636363636,31060,0.004056664520283322,0.011139729555698648,0.4688667095943336,0.04204764971023825,0.10389568576947843,0.1080167417900837,0.03960077269800386,0.00801674179008371,0.00592401802962009,1.0,2740.0,1449.0,1291.0,15660.0,4245.0,11415.0,22738,0.8092180490808338,0.19078195091916617,18400,0.7480978260869565,0.2519021739130435,22738,0.014864983727680536,0.012138270736212507,0.07067464156917935,0.08263699533820038,0.09275222095171079,0.1562582461078371,0.07155422640513677,0.0961386225701469,0.0712023924707538,0.3317794001231419,13765,0.014239011986923357,0.005811841627315656,0.010098074827460952,0.01147838721394842,0.008354522339266255,0.020704685797312022,0.014311660007264802,0.04031965128950236,0.05346894297130403,0.06698147475481293,0.06988739556847076,0.07228478023973847,0.06850708318198329,0.12335633853977479,0.0801307664366146,0.1087540864511442,0.048964765710134396,0.07315655648383582,0.04075553941155104,0.03915728296403923,0.012422811478387214,0.006610969851071558,0.0027606247729749364,0.0026153287322920452,0.0,0.004867417362876862,43570,0.05675923800780353,0.056851044296534314,0.062359421620380995,0.03711269221941703,0.021643332568280927,0.009547854028000917,0.010557723204039476,0.032292862061051184,0.05905439522607299,0.056392012852880424,0.053821436768418635,0.05432637135643792,0.0602478769795731,0.06614643103052559,0.07815010328207482,0.03167316961211843,0.043883406013311914,0.026968097314666054,0.035184760156070694,0.05405095249024558,0.040807895340830846,0.026072985999540967,0.026095937571723665,44.0,77.43181818181819,9.580497941306739,57.0,70.5,77.0,84.25,96.0,44.0,7.7272727272727275,1.1883863666536245,5.0,7.0,8.0,9.0,10.0,0.0,0.0,0.0
33,Juniata County,24657,0.9594435657217018,0.012613051060550757,0.00012166930283489475,0.003041732570872369,0.0,0.00648902948452772,0.018290951859512513,0.012694163929107353,0.005596787930405159,24354,2278,19852,0.5958089865001007,0.5957082409832762,0.5788333669151723,0.01687487406810397,0.00010074551682450131,0.4041910134998993,26759.684210526317,17351,0.007088928592011988,0.010719843236701054,0.4362860930205752,0.050602270762492074,0.06990951530171172,0.0998789695118437,0.03855685551265057,0.009106103394617026,0.004322517434153651,1.0,863.0,423.0,440.0,8517.0,2080.0,6437.0,11257,0.8332593053211336,0.16674069467886649,9380,0.7385927505330491,0.261407249466951,11257,0.013147374966687395,0.016878386781558143,0.09345296260104824,0.12676556809096562,0.13360575641822867,0.1780225637381185,0.0835035977613929,0.06475970507239939,0.0708892244825442,0.21897486008705694,6928,0.012557736720554272,0.013279445727482679,0.0030311778290993074,0.007938799076212472,0.010248267898383371,0.005051963048498845,0.002453810623556582,0.014001154734411086,0.01991916859122402,0.026414549653579675,0.04027136258660508,0.04431293302540416,0.04113741339491917,0.11836027713625866,0.11518475750577367,0.1535796766743649,0.07217090069284064,0.11143187066974596,0.06408775981524249,0.05961316397228637,0.016021939953810623,0.02107390300230947,0.002598152424942263,0.012413394919168591,0.0020207852193995382,0.010825635103926097,24657,0.05726568520095713,0.062051344445796325,0.06176744940584824,0.04351705398061403,0.02044044287626232,0.006813480958754107,0.01346473618039502,0.030985115788619864,0.05913128117775885,0.05544064565843371,0.05763069310946182,0.0533722675102405,0.0625380216571359,0.06833759175893256,0.0696353976558381,0.03143123656568114,0.0440442876262319,0.02295494180151681,0.039785862027010586,0.05004663989942004,0.0325262602911952,0.030457882143001987,0.026361682280893865,14.0,63.857142857142854,7.252131175965213,51.0,59.0,63.0,69.5,74.0,14.0,6.0,0.9607689228305228,4.0,5.25,6.0,7.0,7.0,0.0,0.0,0.0
34,Lackawanna County,210162,0.8922593047268298,0.028168746014978922,0.0006709110115054101,0.029596216252224476,0.0005234057536567029,0.01085829027131451,0.037923125969490205,0.015611766161342203,0.022311359808148,202409,28015,172624,0.5992967374177403,0.5984451756418574,0.5730952822319029,0.025349893409954583,0.0008515617758828437,0.4007032625822597,29911.05,148750,0.01361344537815126,0.013236974789915966,0.33516638655462183,0.03226218487394958,0.09460840336134453,0.17842016806722688,0.07961008403361344,0.017761344537815128,0.011099159663865547,1.0,14566.0,7012.0,7554.0,73171.0,19541.0,53630.0,100576,0.8723452911231308,0.12765470887686922,87737,0.641872870054823,0.35812712994517704,100576,0.013790566337893733,0.01657453070314986,0.052000477251034044,0.07551503340757239,0.07902481705377028,0.12342904867960547,0.08343938911867642,0.0979358892777601,0.07859727966910594,0.37969296850143175,56316,0.00859436039491441,0.0042439093685631086,0.005788763406491938,0.004794374600468783,0.0033027913914340508,0.008008381277079339,0.004190638539669011,0.015040130691100221,0.027700831024930747,0.03359613608921088,0.04179984373890191,0.054034377441579656,0.042865260316783865,0.126092051992329,0.09832019319553946,0.11543788621350948,0.08265856950067477,0.11772853185595568,0.07598195894594786,0.07450813267987783,0.021432630158391933,0.022533560622203283,0.005788763406491938,0.002503728958022587,0.000532708288940976,0.002521485900987286,210162,0.05261179471074695,0.053848935583026426,0.06168098895138036,0.035867568827856605,0.026836440460216403,0.014821899296732997,0.011614849497054653,0.034930196705398694,0.062480372284237876,0.06196172476470532,0.05953026712726373,0.05449129718978692,0.062147295895547246,0.06607759728209667,0.06920851533578858,0.030547863077054843,0.04188673499490869,0.02401004939047021,0.03478744968167414,0.051912334294496626,0.03501108668550927,0.022021107526574737,0.031713630437472044,165.0,67.14545454545454,18.11590547121861,19.0,55.0,69.0,83.0,96.0,165.0,6.412121212121212,2.230574351246232,1.0,5.0,7.0,8.0,10.0,5.0,0.0,0.0
35,Lancaster County,543050,0.8755050179541479,0.040699751404106435,0.0008949452168308627,0.02299419942915017,0.00020808397016849276,0.027533376300524815,0.03216462572507136,0.009354571402264984,0.02281005432280637,531134,48385,428872,0.6626872353522729,0.6622232274431532,0.6382696935216102,0.023953533921543025,0.00046400790911973734,0.3373127646477271,33736.912328767125,366898,0.013374289312015874,0.01612437244138698,0.2997999443987157,0.048419451727728144,0.07711952640788448,0.18373771456917182,0.07694509100621971,0.014205583023074533,0.010646010607852864,1.0,16535.0,8579.0,7956.0,187468.0,41331.0,146137.0,212160,0.9615526018099547,0.03844739819004525,204003,0.6936417601701935,0.3063582398298064,212160,0.029751131221719455,0.0258908371040724,0.11151960784313726,0.1360246983408748,0.14241610105580693,0.12669683257918551,0.0828525641025641,0.09523001508295625,0.04367458521870286,0.20594362745098038,141505,0.007081021872018657,0.005448570721882619,0.004522808381329282,0.004960955443270556,0.003985724886046429,0.0037454506907883115,0.002183668421610544,0.005441503833786792,0.006211794636231935,0.008762941238825483,0.008982014769796121,0.012465990601038833,0.012812268117734355,0.0482597788064026,0.0770220133564185,0.10543090350164305,0.1091339528638564,0.1961556128758701,0.14164870499275645,0.12481537754849652,0.048853397406452066,0.03410480195046112,0.009702837355570475,0.007985583548284513,0.004770149464683226,0.005512172714745062,543050,0.06517079458613387,0.06488352822023755,0.06566982782432557,0.03967774606389835,0.026505846607126415,0.012450050639904245,0.012613939784550226,0.03740355400055244,0.06757941257711077,0.0639793757480895,0.05855998526839149,0.05526010496271062,0.05752508977073934,0.06199797440383022,0.06707669643679219,0.026890709879384956,0.036814289660252277,0.02173280545069515,0.03326028910781696,0.0425835558420035,0.03183868888684283,0.02306601602062425,0.027459718257987292,242.0,52.30578512396694,18.86899275412698,5.0,38.0,48.0,65.0,97.0,242.0,4.603305785123967,2.3224659195779926,1.0,3.0,4.0,6.0,10.0,5.0,0.0,0.0
